doi,functionals,basis_sets,softwares,elements
10.1002/chem.202100938,B3LYP | CAM-B3LYP,6-31+G(d) | 6-31G(d),GaussView 6.0.16 | Gaussian 09 | Multiwfn,B C H
10.1002/chem.202101036,PBE,,VASP,
10.1002/chem.202101045,B3LYP,"6-31G(d,p)",,
10.1002/chem.202101056,B3LYP-D3,6-311+G(d),Gaussian 09,
10.1002/chem.202101072,,,,C H
10.1002/chem.202101074,ωB97X-D,6-31G(d) | LANL2DZ,Gaussian 09,C H O
10.1002/chem.202101082,M06-3,def2-SVPP,Gaussian 16,
10.1002/chem.202101090,B3LYP,"6-311++G(d,p) | 6-31G(d)",Gaussian 16,B C F H
10.1002/chem.202101101,B3LYP | PBE0,def2-TZVPP,ORCA,C H O Si
10.1002/chem.202101107,,,,B C F H N
10.1002/chem.202101108,PBE,,ASE,
10.1002/chem.202101146,Minnesota 06-2X,LANL2DZ,NWChem,
10.1002/chem.202101167,PBE,2s2p | 3d4s | 5s5p6s,VASP,
10.1002/chem.202101202,M06-2X,"6-31+G(d) | 6-311++G(d,p) | def2-TZVP",Gaussian 16 | ORCA,C H N P Si
10.1002/chem.202101224,,,,Am C H N O P
10.1002/chem.202101247,B3LYP-D3(BJ),def2-TZVP,Gaussian 09 | Turbomole,
10.1002/chem.202101290,B3LYP | B3LYP-D3(BJ) | M06-2X,"6-311+G(d,p) | 6-31G(d,p) | 6-31G+(d)",Gaussian 09,B C H
10.1002/chem.202101298,B3LYP | M06-2X | ωB97X-D,6-311+G** | 6-31G(d) | aug-cc-pVTZ,Gaussian 09,
10.1002/chem.202101324,B3LYP | PBE | PBE0,"6-31G(d,p) | cc-pVDZ | cc-pVTZ",Q-Chem,C F H
10.1002/chem.202101360,,,,H
10.1002/chem.202101404,B3LYP | BP86 | M06-L,aug-cc-pVTZ | aug-cc-pVTZ-PP | aug-cc-pwCVTZ-DK | def2-QZVP,Molpro | ORCA | Turbomole,
10.1002/chem.202101464,,,,Br C H
10.1002/chem.202101471,,,CrysalisPro | Olex2 | ShelXL | ShelXT,
10.1002/chem.202101475,M06,def2-SVP,Gaussian 09,C H I N O S Si
10.1002/chem.202101484,"BP86, B97D, BLYP, B3LYP, PBE, PBE0, B97D3, ωB97x-D, M06, TPSS","6-31G**, def2-TZVP",Gaussian 09,C H N Ni
10.1002/chem.202101491,M06-2X,"6-311+G(d,p) | SDD | def2-TZVPP",Gaussian 09 | Gaussian 16,C Cl H N O Zn
10.1002/chem.202101508,B3LYP | BP86,cc-pVTZ | def2-SVP,Gaussian 09,C F H P Rh
10.1002/chem.202101520,PBE | PBE-D3,QZ4P | TZ2P,ADF2020.102,
10.1002/chem.202101534,M06-2X,"3-21G | 6-311G(d,p) | def2-TZVP",Gaussian 09,C H N
10.1002/chem.202101567,B3LYP,def2-QZVPP | def2-TZVP,,
10.1002/chem.202101586,B3LYP,6-311G,Gaussian 16,
10.1002/chem.202101649,B3LYP-D3,6-31G(d),Gaussian 16,
10.1002/chem.202101687,PBE0,def2-TZVP,Gaussian 16,
10.1002/chem.202101705,SC-NEVPT2 | ωB97X-D,def2-TZVP,ADF,Si
10.1002/chem.202101719,PBE | PBE-D3(BJ) | PBE0-D3(BJ),def2-TZVPP,ORCA,
10.1002/chem.202101728,B3LYP,"6-31G(d,p) | SDD",Gaussian 09,Br C H O
10.1002/chem.202101751,B3LYP | D3,"6-31G(d,p) | SDD",Gaussian 09,
10.1002/chem.202101807,B3LYP,"6-31G(d,p)",,
10.1002/chem.202101859,M06,def2-TZVPD,Gaussian 09,
10.1002/chem.202101877,B3LYP,6-31G(d) | def2-SVP,Gaussian,
10.1002/chem.202101923,BP86,def2-SV(P),Turbomole,
10.1002/chem.202101926,B3LYP-D3,"6-31+G(d,p)",Gaussian 16,
10.1002/chem.202101931,B3LYP,def2-TZV,AmberTools16 | Gaussian 16,
10.1002/chem.202101944,B3LYP-D3 | M06-2X-D3,def2-SVP | def2-TZVPP,,Al C H N O
10.1002/chem.202101968,B3LYP | CAM-B3LYP,6-31g(d) | cc-pVTZ,Gaussian 09,C H
10.1002/chem.202101969,B3LYP,def2-TZVP,ORCA,C Fe H N O P
10.1002/chem.202102031,B3LYP,def2-TZVP,Gaussian 09,
10.1002/chem.202102035,LRC-ωPBE,def2-SVPD,Q-Chem,
10.1002/chem.202102037,,,,C H Mg Ni O Si
10.1002/chem.202102055,B3LYP | B3LYP-D3 | B3LYP-D3(BJ) | B3LYP-D4 | PBE0 | PBE0-D3 | TPSSh | TPSSh-D3 | ωB97M-V,aug-cc-pVTZ | aug-cc-pVTZ-PP | x2c-TZVPall-2c,Turbomole,
10.1002/chem.202102070,B3LYP | PBE0,def2-TZVP,Gaussian 09,C Fe H N
10.1002/chem.202102089,,,VASP,
10.1002/chem.202102112,B3LYP | PBE0,6-311+G** | 6-311G(d),Gaussian 16 | Spartan,
10.1002/chem.202102113,,,SIMPSON,
10.1002/chem.202102208,B3LYP-D3(BJ),def2-TZVP,Gaussian 09 | Turbomole,
10.1002/chem.202102230,B3LYP | HSE06 | M06-2X,6-311+G** | 6-31G(d),Gaussian 09,
10.1002/chem.202102233,BP86 | BP86-D3 | M06-2X,TZ2P | def2-SVP | def2-TZVP,Gaussian 09,C Ge H N
10.1002/chem.202102239,PBE,,VASP,
10.1002/chem.202102250,B3LYP-D3,,NCIPLOT,C Ga H N O P Pt
10.1002/chem.202102269,B3LYP,6-31G(d),Gaussian 09,
10.1002/chem.202102308,"B3LYP, CAM-B3LYP","6-31G(d,p), 6-31G(d)",Gaussian 09,
10.1002/chem.202102320,BP86,def2-TZVP,ORCA4.2,C Cl Ge H P
10.1002/chem.202102331,B3LYP,"6-31G(d,p)",Gaussian 16,Au C H N
10.1002/chem.202102341,B3LYP | CAM-B3LYP,cc-PVT(D)Z | cc-pVTZ,Gaussian 16,
10.1002/chem.202102390,B3LYP | B3LYP-D3(BJ) | PBEh-3c,aug-cc-p(V+d)Z | aug-cc-pVXZ | cc-pVXZ | def2-TZVP | def2-TZVPP,Avogadro | Multiwfn | ORCA | Turbomole,C H P
10.1002/chem.202102394,B3LYP-D3,6-31G(d),,C F H N O
10.1002/chem.202102408,B3LYP,"6-311G(2df,p) | 6-31G(d) | LANL2DZ | SDD",Gauss 09,C H O Zr
10.1002/chem.202102428,B3PW91,"6-31G(d,p)",Gaussian 09,C N Yb
10.1002/chem.202102451,BP86 | PBE0 | ωB97M-V,Dyall-VTZ | def2-TZVP | def2-TZVPD | def2-TZVPP | uIGLO-II | uIGLO-III,Turbomole,
10.1002/chem.202102529,ωB97X-D,"6-31g(d,p) | SDD | def2-TZVP",CYLview | Gaussian 09 | Multiwfn | NBO6.0,
10.1002/chem.202102542,CAM-B3LYP,cc-pVTZ | def2-TZVPP,,
10.1002/chem.202102554,,,,C H O
10.1002/chem.202102568,PBE,,Gaussian | VASP,
10.1002/chem.202102601,B3LYP | PBE0,def2-SVP | def2-TZVP,GFN2-xTB | MATLAB-based EasySpin | ORCA,
10.1002/chem.202102624,B3LYP-D3 | M11-L | PBE0,6-311+G** | 6-31G(d) | def2-SVP | def2-TZVPP,ORCA | Spartan,C Fe H N O Pd
10.1002/chem.202102627,B3LYP | RM062X,"6-311+G(d,p) | 6-311G(2d,p)",Gaussian 16,C H N
10.1002/chem.202102668,,,,Au C Cl H N
10.1002/chem.202102682,BP86,"6-311++G** | 6-31G(d,p) | cc-pVTZ-PP",Gaussian 09,Al C H N Si
10.1002/chem.202102687,B3LYP | M06-2X-D3,BS1 | BS2,,C H Pt S
10.1002/chem.202102701,B3LYP | B3P86 | CAM-B3LYP | LC-ωPBE | M06 | M06-L | M11 | MN15 | PBE | PBE0 | PW91 | ωB97X-D,"6-31G(d,p) | SDD | cc-pVDZ",Dalton | Gaussian 16,
10.1002/chem.202102730,TPSS | TPSSh,def2-SVP | def2-TZVP,,C Fe H Mo N O S
10.1002/chem.202102752,B3LYP-D3(BJ) | M06,def2-SVP | def2-TZVP,Turbomole,
10.1002/chem.202102760,B3LYP-D3(BJ) | PBE0,def2-SV(P) | def2-TZVP,Gaussian 09 | Turbomole,
10.1002/chem.202102776,CAM-B3LYP,def2-SVP,,
10.1002/chem.202102807,M06-2X,"6-31+G(d,p) | LANL2DZ",Gaussian 16,C F H N O P V W
10.1002/chem.202102836,B3LYP-D3(bj),6-31G(d) | def2-TZVP,Gaussian 09,
10.1002/chem.202102865,B3LYP,6-31G,Gaussian 09,
10.1002/chem.202102972,B97-D | ωB97X-D,def2-SVP | def2-TZVPP,Gaussian 09,C H N
10.1002/chem.202103003,B3LYP,"6-311G(d,p)",Gaussian 16,C H N
10.1002/chem.202103012,B3LYP,6-311G(d),Gaussian 09,
10.1002/chem.202103078,B3LYP-D3 | DLPNO-CCSD(T) | M06 | M06-2X | PWPB95 | PWPB95-D4,"6-311++G(d,p) | 6-31G(d) | def2-SVP | def2-TZVP | def2-TZVP/C | def2/JK",Gaussian 16 | ORCA | Q-Chem,
10.1002/chem.202103082,,,,Al C H N O
10.1002/chem.202103093,BP86,def2-SVP | def2-TZVP,Turbomole,C H
10.1002/chem.202103096,B3LYP | B97-3c | BP86 | M06 | PBE | PBE0 | PBEh-3c | TPSS | TPSSh,def2-SVP | def2-TZVP | def2-TZVPP,ORCA,C Fe H N Si
10.1002/chem.202103101,CAM-B3LYP | PW6B95 | TPSS,cc-pVDZ | cc-pVTZ | def2-SVP | def2-TZVP,ORCA | OpenMolcas | Turbomole,C H N Si
10.1002/chem.202103121,B3LYP-D3 | M06,"6-311+G(d,p) | 6-31G(d) | LANL2DZ(d,p) | LANL2TZ(f) | cc-pVTZ",Gaussian 16 | ORCA,
10.1002/chem.202103130,PBE-D3(BJ),ANO-RCC-VTZ | VTZ-PP | aug-cc-pVQZ | aug-cc-pVQZ-PP | cc-pVQZ | cc-pVTZ,ORCA,C H
10.1002/chem.202103135,B3LYP | B3LYP-D3,"6-311++G(d,p)",Gaussian 09 | Gaussian 16,
10.1002/chem.202103223,PBE0,def2-SVP,Gaussian 16,C H N S Zn
10.1002/chem.202103235,B3LYP,LANL2DZ,,
10.1002/chem.202103287,ωB97X-D,6-31G(d) | SDD,Gaussian 16,
10.1002/chem.202103295,B3LYP | BP86,def2-SVP | def2-TZVPP,Gaussian 09,
10.1002/chem.202103311,BP86,def2-SVP,Gaussian 09,C F H N O Pt S
10.1002/chem.202103321,M06-L,LANL2DZ | TZVP | def2-TZVP,Gaussian 09,
10.1002/chem.202103341,B3LYP,"6-311++g(d,p)",Gaussian 09,C H N
10.1002/chem.202103346,ωB97X-D,,,C H Ir N O S
10.1002/chem.202103351,B3LYP,"6-31G(d,p)",Gaussian 16 | MOMAP | Q-Chem,
10.1002/chem.202103371,B3LYP-D3,"6-311++G(d,p) | 6-311+G(d) | SDD | def2-TZVP",Gaussian 16,
10.1002/chem.202103452,B3LYP,def2-TZVP,,
10.1002/chem.202103455,MN15-L,W06 | def2-QZVP | def2-SVP,Gaussian 16,C Ga H N
10.1002/chem.202103487,B3LYP-D3(BJ) | B3PW91 | BPW91,"6-31+G(d,p) | EPR-II | def2-SVP | def2-TZVP | def2-TZVPP",ADF2019 | EasySpin 5.2.31 | Gaussian 16 | Xepr,H
10.1002/chem.202103544,BLYP-D3(BJ),TZ2P,Amsterdam Density Functional (ADF),C H
10.1002/chem.202103587,M06-L,"6-31G(d,p)",Gaussian 16,C H N O Zn
10.1002/chem.202103598,PBE0,6-311+g(d) | LANL2 ECP,Gaussian 16,C Cu H I N O Si
10.1002/chem.202103728,M06-2X,"6-31+G(d,p) | def2-TZVP",Gaussian 09,C H O
10.1002/chem.202103828,B3LYP | PBE0,"6-31G(d,p)",Gaussian 09,
10.1002/chem.202103832,B3LYP,"6-311++G(2d,p) | 6-31G(d,p)",Gaussian 09,C H
10.1002/chem.202103922,ωB97X-D,"6-311++G(d,p)",Gaussian 09,C H N O
10.1002/chem.202103953,BLYP-D3(BJ),TZ2P,,Cl Pd
10.1002/chem.202103966,PBE,norm conserving pseudopotentials,CASTEP,
10.1002/chem.202104004,M06-2X,"6-31++G(d,p) | 6-31G(d,p) | def2-TZVPP",,B C H N
10.1002/chem.202104005,B3LYP | CCSD(T),aug-cc-pVTZ-PP | x2c-TZVPall-2c,Gaussian 16,F Ir
10.1002/chem.202104012,B3PW91 | B3PW91-D3 | M06-2X | M06-L | MN15,LANL2DZ | TZVP,Gaussian 16,
10.1002/chem.202104051,M06-2X,"6-311++G(d,p)",Gaussian 16,
10.1002/chem.202104100,ωB97X-D,"6-31G(d), 6-311++G(d,p)",Gaussian 09,C H P
10.1002/chem.202104108,,,BIOVIA Materials Studio 2017,
10.1002/chem.202104150,B3LYP-D3 | PBEh-3c-D3,def2-TZVP | def2-mSVP,Turbomole,C
10.1002/chem.202104161,CAM-B3LYP | M06-2X | TPSS | ωB97X-D,def2-QZVP | def2-SV(P) | def2-TZVP,Gaussian 16 | ORCA | Turbomole,B C H N
10.1002/chem.202104167,B3LYP | M06,6-31G | 6-31G(d) | BS1 | BS2 | BS4 | BS5,Gaussian 16,C Fe H N O S
10.1002/chem.202104203,B3LYP | PBE-D3 | ωB97X-D3,def2-ECP | def2-SVP | def2-TZVP | def2-TZVPP | pc-1,Gaussian 16 | ORCA | Q-Chem,
10.1002/chem.202104212,B3LYP,"6-31G(d,p) | LANL2DZ",Gaussian,C H N O
10.1002/chem.202104254,PBEh-3c | revDSD-PBEP86,def2-QZVPP | def2-QZVPP/C | def2/J,Avogadro (ver. 1.2.0) | ORCA | xTB-program (ver. 6.4.0),B C F H
10.1002/chem.202104260,B3LYP,6-311+G(d),Gaussian 09 | Gaussian 16,
10.1002/chem.202104268,B3LYP | B3LYP-D3(BJ) | M06 | M06-D3,"6-311+G(d,p) | 6-31G(d) | LANL2DZ | SDD",Gaussian 16,C Cu H N O P Zn
10.1002/chem.202104375,B3LYP-D3(BJ) | B97 | B97-D3(BJ) | MN15-L | PBE0-D3BJ,def2-SVP | def2-TZVP,Gaussian 16,
10.1002/chem.202104376,M06-2X,6-31G(d) | def2-TZVP,Gaussian 16,
10.1002/chem.202104377,B3LYP,def2-SVP | def2-TZVP,Gaussian 09,C H Mn N O
10.1002/chem.202104405,B3LYP-D3,6-31+G**,Gaussian 09,C H N O
10.1002/chem.202104411,B3LYP | BLYP | CAM-B3LYP | HCTH | HSE06 | LC-BLYP | LC-ωPBE | M06 | M06-2X | PBE0 | RevTPSS | VSXC | ωB97X-D,6-31G(d),,
10.1002/chem.202104426,B3LYP | ω-B97D,def2-SVP | def2-TZVPP,Gaussian 16,
10.1002/chem.202104464,BP86 | TPSSh | ωB97M-V,def2-TZVP | def2-TZVPD,COSMOtherm C30_1201 | Gaussian 09 | Turbomole,
10.1002/chem.202104493,B3LYP | B3LYP-D3(BJ) | B97,6-31+G | 6-311+G** | PC-3,Gaussian,C F
10.1002/chem.202104526,B3LYP | PBE,DZVP | SVP | SZV | TZVP,CP2K | Gaussian,
10.1002/chem.202104538,BP86-D3,6-31G(d) | ECP-28-mwb | ECP-60-mwb | def2-TZVP,Gaussian 16,Ag C H N P Pd
10.1002/chem.202104598,B3LYP | CAM-B3LYP,"6-31G(d) | 6-31G(d,p)",Gaussian 09,C H N O
10.1002/chem.202200060,B3LYP,"6-31G(d,p)",Gaussian 09,H
10.1002/chem.202200121,PBE0,def2-SV(P),Gaussian 16,
10.1002/chem.202200130,M06-2X,"6-311+G(2d,p) | 6-31G(d) | aug-cc-pVDZ",Gaussian 16 | Turbomole,B C F H N O
10.1002/chem.202200139,TD-CAM-B3LYP,cc-pVDZ,Dalton | ORCA | RI-ADC(2) | TD-CAM-B3LYP | Turbomole,
10.1002/chem.202200191,B3LYP | M06-2X,"6-311+G(d,p) | 6-31G(d) | LANL08(f)",Gaussian 09,C H N O P Pd Si
10.1002/chem.202200224,B3LYP | ωB97X-D,def2-SVP | def2-TZVPP,Gaussian 16,C Cu H N O
10.1002/chem.202200272,M06-2X | MN15,"6-311++G(d,p) | 6-31G(d) | LANL2DZ | cc-pVTZ | def2-TZVP",Gaussian 16,C H I N O
10.1002/chem.202200273,M05-2X | PBE0 | TPSSh,6-31G(d) | cc-pVDZ | cc-pVDZ-PP | cc-pVTZ | cc-pVTZ-PP,Gaussian 09,C Cu Fe H N O P Pd
10.1002/chem.202200276,B3LYP | B3LYP-D3 | CAM-B3LYP | M06-2X | PBE0 | ωB97X-D,"6-31G(d,p) | 6-31G+(d,p) | cc-pVDZ | def2-TZVP",Gaussian 09,
10.1002/chem.202200280,B3LYP,"6-31G(d,p) | SDD",Gaussian 16,Br C N
10.1002/chem.202200327,ωB97X-D,"6-311G(2d,p) | 6-31G(d) | SDD",Gaussian 09 | Gaussian 16,
10.1002/chem.202200332,D3BJ | M06-L | PBE0,cc-pVDZ | cc-pVTZ | def2-TZVP | def2/J,Gaussian 09 | ORCA | xTB,
10.1002/chem.202200348,B3LYP,6-31G(d),,C H N S
10.1002/chem.202200355,B3LYP,6-31G(d),Gaussian 16,
10.1002/chem.202200399,,,,C Co H O
10.1002/chem.202200404,BP86 | D3(BJ) | ωB97M-V,TZ2P | def2-TZVP | def2-TZVPD,ADF | COSMOtherm C30_1201 | CREST 2.7.1 | Gaussian 16 | NBO 7.0.7 | Turbomole,Al C Cl H O P
10.1002/chem.202200421,M06-2X,"6-31+G(d,p)",Gaussian 09,
10.1002/chem.202200441,M06,def2-SVP | def2-TZVP,Gaussian 09,C H N
10.1002/chem.202200444,B3LYP-D3(BJ),def2-SVP | def2-TZVP,Gaussian 16,
10.1002/chem.202200470,PBE0 | PBEh-3c,def2-QZVPP | def2-TZVP | pcS-2,ORCA | xTB,B C F H
10.1002/chem.202200474,B3LYP-D3(BJ),"6-31+G(d) | 6-311+G(d,p) | LANL2DZ | LANL2TZ",Gaussian 16,C Cu H
10.1002/chem.202200507,ωB97X-D,def2-TZVP,Gaussian 09,
10.1002/chem.202200510,CAM-B3LYP,6-31G(d),Gaussian 09,
10.1002/chem.202200557,B3LYP-D3,"6-311+G(d,p) | 6-31G(d) | SDD",Gaussian 09,C Cr H I N P
10.1002/chem.202200559,B3LYP | B3LYP-D3 | PBE0,6-31G(d) | LANL2DZ | QZ4P | SDD | TZ2P | TZVP,ADF | Gaussian 09,C Cl F H Mo O
10.1002/chem.202200577,B3LYP-D3,cc-pVTZ,,C H N
10.1002/chem.202200584,B3LYP | PBE0,"6-311+G(d,p) | def2-TZVP",Gaussian 16,C H
10.1002/chem.202200599,HF | PBE | PBE0 | PBE100,def2-SVP | def2/J,GAMESS-UK | Gaussian 16 | ORCA,Au C H N O
10.1002/chem.202200600,Lennard-Jones,Slater-type all-valence basis set,DFTB+,
10.1002/chem.202200616,PBE0,cc-pVTZ,Gaussian 16,C H
10.1002/chem.202200620,BP86-D3BJ,def2-TZVP,ORCA,C Fe H N
10.1002/chem.202200648,B3LYP-D3(BJ),def2-SVP | def2-TZVPP,Gaussian 16,C H N O
10.1002/chem.202200666,PW6B95-D3 | TPSS-D3,def2-QZVP | def2-TZVP,Turbomole,B C F Ge H N O P
10.1002/chem.202200704,M06-2X,6-31+G(d),Gaussian 09,C F H O S
10.1002/chem.202200728,B3LYP | CAM-B3LYP,"6-31+G(d) | 6-31+G(d,p)",Gaussian 09 | Gaussian 16,
10.1002/chem.202200733,B3LYP-D3,"6-311++G(2df,2p) | 6-311++G(3df,2pd) | 6-31G(d,p)",Gaussian 09,N O
10.1002/chem.202200739,PBE | PBE0,def2-TZVP | def2-TZVPP,ORCA | Turbomole,C H N O S
10.1002/chem.202200755,BLYP-D3(BJ) | CCSD(T) | M06-2X,QZ4P | TZ2P | def2-QZVPP,ADF,
10.1002/chem.202200766,B3LYP,def2-SVP,Gaussian 16,
10.1002/chem.202200769,BP86,def2-SVP,Gaussian 16,
10.1002/chem.202200809,PBE,PAW,VASP,
10.1002/chem.202200829,M06-2X,"6-31G(d,p)",Gaussian 09,H
10.1002/chem.202200854,M06,def2-TZVPP,Gaussian 09,
10.1002/chem.202200869,B2PLYP-D3 | B3LYP | B3LYP-D3(BJ),6-31G(d) | SDD | def2-TZVP,Gaussian 09,F H
10.1002/chem.202200887,,,"APEX3, SHELXT, SHELXL",
10.1002/chem.202200931,B3PW91 | HF | M052X-D3 | PW6B95-D3(BJ),"6-311G(2d,p) | 6-311G(d,p)",Gaussian,C H
10.1002/chem.202200932,ωB97X-D,aug-cc-pVDZ,Gaussian 16,Cl P
10.1002/chem.202201000,B3LYP | M06,"6-31G(d,p) | SDD | def2-TZVPP",Gaussian 16,C H
10.1002/chem.202201038,B3LYP-D3(BJ),def2-TZVP,Gaussian 09,
10.1002/chem.202201042,TPSSh-D3(BJ),"def2-SVP, def2-TZVP",Gaussian 16,C H N O P Zn
10.1002/chem.202201091,BP86,6-31G(d) | def2-TVPP,Gaussian 16,
10.1002/chem.202201093,BLYP-D3(BJ),TZ2P,ADF2019.302,C H
10.1002/chem.202201153,M06-2X,"6-31++g(d,p)",Gaussian 16,C H N O
10.1002/chem.202201181,B3LYP,6-311G(d),Gaussian 16 | QMForge,C H N Ni O
10.1002/chem.202201208,ωB97X-D,"6-311+G(d,p) | 6-31G(d,p)",Gaussian 16,C H N O
10.1002/chem.202201229,B3LYP | M06-L,6-31G(d) | LANL2DZ | def2-TZVP,Gaussian 09 | Gaussian 16,C Cl H O Os P
10.1002/chem.202201230,M06-2X,"Def2-SVP, Def2-TZVP",Gaussian 09,C H O S
10.1002/chem.202201244,B3LYP | CAM-B3LYP,6-31+G*,Gaussian 09,
10.1002/chem.202201281,,DZVP-MOLOPT | TZVP-MOLOPT,Materials Studio,
10.1002/chem.202201323,,,,H
10.1002/chem.202201358,B3LYP,"6-31G(d), LanL2DZ",Gaussian 16,C H P Ru
10.1002/chem.202201369,BP86(D3BJ),def2-TZVPP,Turbomole,C H P
10.1002/chem.202201389,B3LYP,def2-TZVPP,Turbomole,B C H N
10.1002/chem.202201422,M06-2X | M06-2X-D3,6-31G(d) | def2-TZVP,Gaussian 16,B Cl
10.1002/chem.202201480,B3PW91,"6-31G(d,p) | SDD",Gaussian 09,C H N
10.1002/chem.202201513,B3PW91,"6-31G(d,p) | SDD",Gaussian 16,Ac Ag Al Am Ar As At Au B Ba Be Bi Br C Ca Cd Ce Cl Co Cr Cs Cu Dy Er Eu F Fe Fr Ga Gd Ge H He Hf Hg Ho I In Ir K Kr La Li Lu Mg Mn Mo N Na Nb Nd Ne Ni Np O Os P Pa Pb Pd Pm Po Pr Pt Pu Ra Rb Re Rh Rn Ru S Sb Sc Se Si Sm Sn Sr Ta Tb Tc Te Th Ti Tl Tm U V W Xe Y Yb Zn Zr
10.1002/chem.202201522,"B97-3c, M06",def2-TZVPP,ORCA,C H O
10.1002/chem.202201584,ωB97X-D,"6-31+G; 6-311++G(d,p)",Gaussian 16,C N
10.1002/chem.202201615,M06-2X,"6-311+G(d,p)",Gaussian 16,
10.1002/chem.202201637,B3LYP | CAM-B3LYP | M06-2X | PBE | PBE0,"6-31+G(d,p) | 6-311+G(d,p) | 6-311G | 6-311G(d,p) | 6-31G | 6-31G(d,p) | aug-cc-pVDZ | cc-pVTZ | def2-SVP | def2-TZVP | def2-TZVPP",Gaussian 16 | ORCA,C H N O
10.1002/chem.202201639,ωB97X-D,"6-31++g(d,p) | SDD",Gaussian 16,
10.1002/chem.202201692,CAM-B3LYP,6-31G(d),,C H N O Ru
10.1002/chem.202201706,B3LYP-GD3(BJ),def2-SVP | def2-TZVP | def2-TZVPP,Gaussian 16 | ORCA,
10.1002/chem.202201747,Perdew-Burke-Ernzerhof (PBE),double numerical plus polarization (DNP),DMol3,
10.1002/chem.202201766,M06,def2-SVP | def2-TZVPP,ORCA,C H Mn O P
10.1002/chem.202201782,,,Gaussian 16 | ORCA,
10.1002/chem.202201792,B3LYP-D3,6-31G(d) | SDD,AMBER 16 | Gaussian 09,C H N O
10.1002/chem.202201794,B3LYP | B3LYP-D3 | CAM-B3LYP | PBE0 | TPSS | ωB97X-D,6-311+G** | PP | SDD | aug-cc-pVTZ | def2-TZVP,,
10.1002/chem.202201816,B3LYP-D3,6-31G**/LACVP(Au) | LACV3P(Au) | cc-pVTZ(-f),Jaguar,C H N
10.1002/chem.202201830,M06-2X,"6-31+G(d,p) | 6-311++G(d,p)",Gaussian 16,C F H N O S
10.1002/chem.202201832,PBE,PAW,VASP,
10.1002/chem.202201856,,,ORCA,Au C Cl H N O P
10.1002/chem.202201875,B3LYP | CAM-B3LYP | PBE0 | ωB97X,CP(PPP) | TZ2P | def2-TZVP,ADF | ORCA,C Fe H N
10.1002/chem.202201896,BP86 | M06-2X,def2-SVP | def2-TZVP,Gaussian 09,C H Mg N O P
10.1002/chem.202201899,Perdu-Burke-Ernzerhof (PBE),,Accelrys Materials Studio version 2017,
10.1002/chem.202201917,B3LYP | B3LYP-D3,SDD | def2-SVP | def2-TZVPP,Gaussian 16,C H
10.1002/chem.202201920,,,,C H N Pt Si
10.1002/chem.202201927,ωB97X-D,"6-311++G(3df,3pd) | 6-311G(d,p)",CYLview 2.0 | Gaussian 09 | Macromodel,
10.1002/chem.202201928,ωB97X-D,"6-31++G(d,p) | SDD",Gaussian 16,He
10.1002/chem.202201931,B3LYP,def2-SVP,Gaussian 16 | KIMOPACK,
10.1002/chem.202201963,PBE0,def2-SVP,Gaussian 16,
10.1002/chem.202201970,BP86,TZ2P,ADF,B
10.1002/chem.202202004,,,,Bi Cl Gd I O
10.1002/chem.202202029,"B3LYP, M062X","6-311+G(d,p)","GaussView, MultiWFN",C H I O
10.1002/chem.202202030,B3LYP-D3(BJ) | BP86-D3,aug-cc-pwCVTZ | cc-pVDZ-DK | cc-pVDZ-F12 | cc-pwCVTZ-DK | def2-SVP | def2-TZVP,Gaussian 16,C Fe H
10.1002/chem.202202037,M06-2X,6-31G(d) | def2-TZVP,Gaussian 16,
10.1002/chem.202202084,B3LYP,def2-SVP,,
10.1002/chem.202202088,(U)B3LYP | B3LYP | M06,"6-31G(d,p) | LANL2DZ | SDD | TZVP",Gaussian 09,
10.1002/chem.202202103,B3PW91,"6-311+G(d) | 6-31G(d,p)",Gaussian 16,
10.1002/chem.202202110,B3PW91 | B3PW91-D3(BJ),"6-31+G** | 6-31G(d,p) | SDD+f(Au)",Gaussian,C H O
10.1002/chem.202202147,B3LYP-D3,6-311++G**,Spartan,
10.1002/chem.202202206,,,ORCA,C H N
10.1002/chem.202202207,,,"SHELX, OLEX2",
10.1002/chem.202202210,wB97XDS2,"6-31G(d), 6-31++G(d,p)",Gaussian 16,B C H N O
10.1002/chem.202202227,PBE0,6-311G(d) | LANL2TZ ECP,Gaussian 16,C H N O Pt
10.1002/chem.202202235,HSE06 | PBE-D3 | PBE-TS,,AMS,
10.1002/chem.202202280,B3LYP-D3(BJ) | CAM-B3LYP | M06-2X,def2-SVP | def2-TZVP,Gaussian 16,B C H N
10.1002/chem.202202294,B3LYP-D3 | B97-D3 | M06-2X | ωB97X-D,"6-31+G(d,p) | def2-TZVP",Gaussian 09 | GoodVibes | Q-Chem,
10.1002/chem.202202330,HCTH407 | PBE0,6-311+G(2d) | def2-TZVP,Gaussian 16 | NBO 7.0 | ORCA,
10.1002/chem.202202349,M06-2X,"6-31G(d,p)",Gaussian 09,
10.1002/chem.202202439,,,,Au C H N
10.1002/chem.202202460,B3LYP-D3(BJ) | PWPB95-D3(BJ),def2-QZVPP | def2-TZVP(-f),ORCA5.0.2,C H N O
10.1002/chem.202202465,B3LYP,,,H
10.1002/chem.202202493,M06-2X,def2-SVP | def2-TZVP | def2-TZVPP,Turbomole,C H N
10.1002/chem.202202503,PBE0,def2-SVP,Gaussian 16,C H N O
10.1002/chem.202202507,B3LYP,"6-311G(d,p) | LANL2DZ",Gaussian 16,
